Country;Year;Mental disorders;% Eating disorders;% Anxiety disorders;% Drug disorders;% Depressive disorders;%HappyPeople;Annual working hours per worker;Depressive disorders;Physical Activity;Drug use;Smoking;Life satisfaction;Productivity per hour worked;Continent;Paid work;Shopping;Personal care;Sports;Seeing friends;TV and Radio;Other leisure activities;Income
Ecuador;1904;;;;;;;;;;;;;;South America;;;;;;;;
Ecuador;1903;;;;;;;;;;;;;;South America;;;;;;;;
Ecuador;1902;;;;;;;;;;;;;;South America;;;;;;;;
Ecuador;1901;;;;;;;;;;;;;;South America;;;;;;;;
Ecuador;1900;;;;;;;;;;;;;;South America;;;;;;;;
Egypt;2020;;;;;;;;;;;;0.0428770017623901;;Africa;;;;;;;;
Egypt;1949;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1948;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1947;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1946;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1945;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1944;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1943;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1942;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1941;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1940;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1939;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1938;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1937;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1936;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1935;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1934;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1933;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1932;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1931;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1930;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1929;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1928;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1927;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1926;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1925;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1924;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1923;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1922;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1921;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1920;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1919;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1918;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1917;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1916;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1915;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1914;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1913;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1912;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1911;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1909;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1908;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1907;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1906;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1905;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1904;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1903;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1902;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1901;;;;;;;;;;;;;;Africa;;;;;;;;
Egypt;1900;;;;;;;;;;;;;;Africa;;;;;;;;
El Salvador;2020;;;;;;;;;;;;0.0611999988555908;;North America;;;;;;;;3650.0
El Salvador;1949;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1948;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1947;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1946;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1945;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1944;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1943;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1942;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1941;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1940;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1939;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1938;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1937;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1936;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1935;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1934;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1933;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1932;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1931;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1930;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1929;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1928;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1927;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1926;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1925;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1924;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1923;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1922;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1921;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1920;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1919;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1918;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1917;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1916;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1915;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1914;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1913;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1912;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1911;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1909;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1908;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1907;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1906;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1905;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1904;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1903;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1902;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1901;;;;;;;;;;;;;;North America;;;;;;;;
El Salvador;1900;;;;;;;;;;;;;;North America;;;;;;;;
Ethiopia;2020;;;;;;;;;;;;0.0424149990081787;;Africa;;;;;;;;890.0
Ethiopia;1949;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1948;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1947;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1946;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1945;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1944;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1943;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1942;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1941;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1940;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1939;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1938;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1937;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1936;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1935;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1934;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1933;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1932;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1931;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1930;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1929;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1928;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1927;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1926;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1925;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1924;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1923;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1922;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1921;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1920;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1919;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1918;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1917;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1916;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1915;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1914;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1913;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1912;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1911;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1909;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1908;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1907;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1906;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1905;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1904;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1903;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1902;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1901;;;;;;;;;;;;;;Africa;;;;;;;;
Ethiopia;1900;;;;;;;;;;;;;;Africa;;;;;;;;
Greece;2020;;;;;;;;;;;;0.0594820022583008;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1950;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1949;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1948;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1947;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1946;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1945;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1944;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1943;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1942;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1941;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1940;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1939;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1938;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1937;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1936;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1935;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1934;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1933;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1932;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1931;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1930;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1929;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1928;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1927;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1926;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1925;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1924;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1923;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1922;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1921;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1920;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1919;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1918;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1917;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1916;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1915;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1914;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1913;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1912;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1911;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1909;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1908;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1907;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1906;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1905;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1904;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1903;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1902;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1901;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Greece;1900;;;;;;;;;;;;;;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;
Finland;2020;;;;;;;;;;;;0.0782100009918213;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;49620.0
Finland;1949;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1948;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1947;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1946;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1945;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1944;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1943;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1942;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1941;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1940;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1939;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1938;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1937;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1936;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1935;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1934;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1933;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1932;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1931;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1930;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1929;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1928;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1927;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1926;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1925;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1924;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1923;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1922;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1921;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1920;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1919;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1918;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1917;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1916;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1915;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1914;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1913;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1912;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1911;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1909;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1908;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1907;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1906;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1905;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1904;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1903;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1902;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1901;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
Finland;1900;;;;;;;;;;;;;;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;
France;2020;;;;;;;;;;;;0.0668669986724854;;Europe;170.060642467443;22.1051012956045;106.514806242951;11.9611007010534;55.2010732353962;113.848906672811;97.6893457256811;
France;1949;;;;;;;;;;;;;;Europe;170.060642467443;22.1051012956045;106.514806242951;11.9611007010534;55.2010732353962;113.848906672811;97.6893457256811;
France;1948;;;;;;;;;;;;;;Europe;170.060642467443;22.1051012956045;106.514806242951;11.9611007010534;55.2010732353962;113.848906672811;97.6893457256811;
France;1947;;;;;;;;;;;;;;Europe;170.060642467443;22.1051012956045;106.514806242951;11.9611007010534;55.2010732353962;113.848906672811;97.6893457256811;
France;1946;;;;;;;;;;;;;;Europe;170.060642467443;22.1051012956045;106.514806242951;11.9611007010534;55.2010732353962;113.848906672811;97.6893457256811;
France;1945;;;;;;;;;;;;;;Europe;170.060642467443;22.1051012956045;106.514806242951;11.9611007010534;55.2010732353962;113.848906672811;97.6893457256811;
France;1944;;;;;;;;;;;;;;Europe;170.060642467443;22.1051012956045;106.514806242951;11.9611007010534;55.2010732353962;113.848906672811;97.6893457256811;
France;1943;;;;;;;;;;;;;;Europe;170.060642467443;22.1051012956045;106.514806242951;11.9611007010534;55.2010732353962;113.848906672811;97.6893457256811;
France;1942;;;;;;;;;;;;;;Europe;170.060642467443;22.1051012956045;106.514806242951;11.9611007010534;55.2010732353962;113.848906672811;97.6893457256811;
France;1941;;;;;;;;;;;;;;Europe;170.060642467443;22.1051012956045;106.514806242951;11.9611007010534;55.2010732353962;113.848906672811;97.6893457256811;
